time,Ph_Sensor,ORP_Sensor,CT_Sensor,TDS_Sensor,NH_Sensor,DO_Sensor,TR_Sensor,BOD_Sensor,COD_Sensor,
2025-03-01 13:49:27.045	,8.012,0.9718,0.0364,-0.1334,5.108,6.885,36.481,1384.762,553.905
2025-03-01 14:19:27.045	,8.030,0.9718,0.0385,-0.1330,5.074,6.902,84.515,1401.921,560.768
2025-03-01 14:49:27.045	,8.002,0.9718,0.0402,-0.1308,5.108,6.871,35.241,1413.105,565.242
2025-03-01 15:19:27.045	,8.002,0.9718,0.0413,-0.1299,5.083,6.843,31.683,1398.524,559.410
2025-03-01 15:49:27.045	,7.991,0.9718,0.0458,-0.1276,5.100,6.859,31.885,1390.374,556.150
2025-03-01 16:19:27.045	,8.000,0.9718,0.0459,-0.1265,5.071,6.804,32.274,1392.248,556.899
2025-03-01 16:49:27.045	,7.942,0.9718,0.0482,-0.1255,5.068,6.822,33.718,1383.172,553.269
2025-03-01 17:19:27.045	,8.029,0.9718,0.0484,-0.1263,5.076,6.815,35.594,1391.641,556.656
2025-03-01 17:49:27.045	,8.011,0.9718,0.0489,,5.099,6.801,34.290,1388.537,555.415
2025-03-01 18:19:27.045	,8.030,0.9718,0.0477,-0.1249,5.098,6.806,33.757,1390.861,556.344
2025-03-01 18:49:27.045	,7.957,0.9718,,-0.1257,5.121,6.781,40.051,1394.112,557.645
2025-03-01 19:19:27.045	,7.999,0.9718,0.0493,-0.1254,5.166,6.781,46.962,1398.056,559.222
2025-03-01 19:49:27.045	,8.071,0.9718,0.0495,-0.1265,5.221,6.768,34.267,1389.933,555.973
2025-03-01 20:19:27.045	,8.000,0.9718,0.0480,-0.1248,5.211,6.748,43.928,1375.221,550.088
2025-03-01 20:49:27.045	,8.001,0.9718,0.0482,-0.1254,5.219,6.755,38.502,1395.907,558.363
2025-03-01 21:19:27.045	,8.008,0.9718,0.0488,-0.1257,5.249,6.775,36.048,1402.637,561.055
2025-03-01 21:49:27.045	,8.031,0.9718,,-0.1246,5.239,6.764,38.762,1415.651,566.260
2025-03-01 22:19:27.045	,8.020,0.9718,0.0484,,5.285,6.777,31.852,1396.008,558.403
2025-03-01 22:49:27.045	,8.022,0.9718,0.0477,-0.1258,5.253,6.743,31.985,1415.200,566.080
2025-03-01 23:19:27.045	,8.049,0.9718,0.0471,-0.1266,7.064,6.769,30.301,1386.869,554.747
2025-03-01 23:49:27.045	,8.037,0.9718,0.0451,-0.1272,5.279,6.763,28.919,1386.832,554.733
2025-03-02 00:19:27.045	,8.020,0.9718,0.0436,-0.1282,5.275,6.778,31.524,1390.119,556.047
2025-03-02 00:49:27.045	,8.014,0.9718,0.0432,-0.1290,5.263,6.757,27.408,1388.792,555.517
2025-03-02 01:19:27.045	,8.015,0.9718,0.0415,-0.1304,5.248,6.782,29.571,1390.796,556.318
2025-03-02 01:49:27.045	,7.994,0.9718,0.0413,-0.1309,5.200,6.775,27.777,1389.446,555.778
2025-03-02 02:19:27.045	,7.998,0.9718,0.0401,-0.1305,5.187,6.791,28.094,1394.866,557.946
2025-03-02 08:41:06.026	,8.087,0.9718,0.0245,-0.1415,5.116,6.809,22.283,1398.694,559.478
2025-03-02 09:11:06.026	,8.109,0.9718,0.0266,-0.1396,5.055,6.867,20.855,1396.392,558.557
2025-03-02 09:41:06.026	,8.066,0.9718,0.0294,-0.1387,5.058,6.859,25.369,1402.433,560.973
2025-03-02 10:11:06.026	,8.029,0.9718,0.0301,,5.060,6.863,26.296,1382.845,553.138
